"State_Code","State_Name","District_ID","District_Name","School_ID","School_Name","Combined_Key","Juvenile_Justice_School","CS_Classes_Offered","Hispanic_Male","Hispanic_Female","AmericanIndian_Male","AmericanIndian_Female","Asian_Male","Asian_Female","PacificIslander_Male","PacificIslander_Female","Black_Male","Black_Female","White_Male","White_Female","TwoOrMore_Male","TwoOrMore_Female","Total_Male","Total_Female","EnglishLearner_Male","EnglishLearner_Female","Disability_Male","Disability_Female","SCHOOL_YEAR","VIRTUAL_TEXT","TitleI_Schoolwide","TitleI_Targeted","Not_TitleI","school_enrollment","Elementary","Middle","High","Total_CS_Enrolment","White_CS","Black_CS","Hispanic_CS","Asian_CS","AmericanIndian_CS","Multiracial_CS","Prop_Male_CS","Prop_Female_CS","Race_Total_CS","Race_Exceeds_Total","Total_Race_CS","Prop_Black_CS","Prop_White_CS","Prop_Hispanic_CS","Prop_Asian_CS","Prop_AmericanIndian_CS","Prop_Multiracial_CS"
"ME","Maine","2314833","Rsu 56",382,"Dirigo High School","231483300382","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,1080,NA,NA,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NE","NEBRASKA","3103810","BELLEVUE PUBLIC SCHOOLS",1507,"CHAP CENTER","310381001507","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,0,1,0,1,1,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"TX","Texas","4800010","Hays Cisd",10808,"Blanco Vista El","480001010808","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Missing",1,0,0,3105,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MN","Minnesota","2705790","Bloomington Public School District",232,"Poplar Bridge Elementary","270579000232","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,1,0,2080,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"FL","FLORIDA","1200870","HILLSBOROUGH",1028,"WEBB MIDDLE SCHOOL","120087001028","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,3815,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NC","NORTH CAROLINA","3703870","Richmond County Schools",3209,"East Rockingham Elementary School","370387003209","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,2280,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"OH","Ohio","3910030","Celina City",5629,"Head Start","391003005629","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,0,1,520,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MI","Michigan","2600015","Wayne-Westland Community School District",3906,"Hoover Elementary School","260001503906","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",1,0,0,970,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"PA","Pennsylvania","4205700","Chartiers Valley Sd",6706,"Chartiers Valley Hs","420570006706","No",7,1,0,0,0,10,3,0,0,3,1,55,7,1,0,70,11,2,1,7,1,"2020-2021","No virtual instruction",0,1,0,4905,NA,NA,1,81,62,4,1,13,0,1,0.864197530864197,0.135802469135802,81,FALSE,81,0.0493827160493827,0.765432098765432,0.0123456790123457,0.160493827160494,0,0.0123456790123457
"NC","NORTH CAROLINA","3700630","Carteret County Public Schools",1042,"Morehead City Elementary School at Camp Glenn","370063001042","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,1410,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CA","California","0641580","Washington Unified",10715,"Bridgeway Island Elementary","064158010715","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Not reported",NA,NA,NA,5335,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NE","Nebraska","3103810","Bellevue Public Schools",1510,"Lemay Elementary School","310381001510","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,0,1,1585,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"UT","UTAH","4900420","Jordan District",1103,"Sunset Ridge Middle","490042001103","No",3,5,4,0,0,1,1,0,1,0,0,10,12,3,2,19,20,1,2,3,0,"2021-2022","No virtual instruction",0,0,1,7600,NA,1,1,39,22,0,9,2,0,5,0.487179487179487,0.512820512820513,38,FALSE,38,0,0.578947368421053,0.236842105263158,0.0526315789473684,0,0.131578947368421
"MA","MASSACHUSETTS","2508610","Newton",1369,"John Ward","250861001369","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,0,1,1065,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NY","New York","3613110","Hadley-Luzerne Central School District",1076,"Stuart M Townsend Elementary School","361311001076","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",0,1,0,1530,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"FL","Florida","1201560","Pinellas",1612,"Cross Bayou Elementary School","120156001612","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,1865,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NE","Nebraska","3100029","Superior Public Schools",2244,"Superior Elementary School","310002902244","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,1015,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"FL","FLORIDA","1201980","WALTON",2541,"FREEPORT ELEMENTARY SCHOOL","120198002541","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,4840,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"TN","TENNESSEE","4701110","Elizabethton",353,"T A Dugger Junior High School","470111000353","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,1,0,3145,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MA","Massachusetts","2506660","Lawrence",2805,"Up Academy Oliver Middle School","250666002805","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",1,0,0,1565,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NC","NORTH CAROLINA","3700011","Cumberland County Schools",416,"Ed V Baldwin Elementary","370001100416","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual",1,0,0,2905,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"TX","Texas","4841100","Spring Branch Isd",7955,"Cornerstone Academy","484110007955","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Missing",0,0,1,1805,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MO","MISSOURI","2929280","ST. LOUIS CITY",434,"GATEWAY HIGH","292928000434","No",5,6,3,0,0,8,0,0,0,45,11,8,1,0,0,67,15,13,5,9,1,"2021-2022","No virtual instruction",1,0,0,4780,NA,NA,1,82,9,56,9,8,0,0,0.817073170731707,0.182926829268293,82,FALSE,82,0.682926829268293,0.109756097560976,0.109756097560976,0.0975609756097561,0,0
"NJ","NEW JERSEY","3416800","Vineland Public School District",1928,"Johnstone Elementary School","341680001928","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,0,1,865,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"WV","WEST VIRGINIA","5401260","RANDOLPH COUNTY SCHOOLS",1002,"MIDLAND ELEMENTARY SCHOOL","540126001002","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual",1,0,0,1045,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"VA","VIRGINIA","5102820","ORANGE CO PBLC SCHS",1173,"LIGHTFOOT ELEM","510282001173","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual",1,0,0,1265,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NM","New Mexico","3500171","Turquoise Trail Charter School",30008,"Turquoise Trail Charter School","350017130008","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,3475,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"OH","OHIO","3904738","Southwest Local",2878,"Harrison Middle School","390473802878","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,1,0,5360,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NC","NORTH CAROLINA","3701500","Winston Salem / Forsyth County Schools",2091,"North Hills Elementary","370150002091","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,2255,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"OR","Oregon","4101980","Bend-Lapine Administrative Sd 1",1438,"Highland School At Kenwood Elementary School","410198001438","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,0,1,1770,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MN","Minnesota","2705790","Bloomington Public School District",3706,"Bloomington Transition Center","270579003706","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,150,NA,NA,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MA","Massachusetts","2507110","Lynn",1081,"Lynn Woods","250711001081","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",1,0,0,765,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MT","Montana","3027930","Whitewater K-12 Schools",779,"Whitewater School","302793000779","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,1,0,120,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"GA","Georgia","1304980","Tift County",99999,"Sixth Street Academy","130498099999","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"RI","Rhode Island","4400420","Foster-Glocester",117,"Ponaganset Middle School","440042000117","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,1,0,2225,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CA","CALIFORNIA","0605580","Santa Maria-Bonita",11437,"Liberty Elementary","060558011437","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Not reported",NA,NA,NA,4420,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CA","California","0602546","El Rio Community District",14510,"El Rio Community","060254614510","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Not reported",NA,NA,NA,580,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"WI","Wisconsin","5509090","Menomonie Area School District",1074,"Downsville Elementary","550909001074","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",1,0,0,465,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"FL","FLORIDA","1201530","PASCO",7660,"PASCO ESCHOOL-VIRTUAL FRANCHISE","120153007660","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Exclusively virtual",0,0,1,4610,NA,1,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CO","COLORADO","0803360","School District No. 1 in the county of Denver and State of C",6525,"Oakland Elementary","080336006525","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,1385,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MO","MISSOURI","2918360","LEETON R-X",987,"LEETON HIGH","291836000987","No",1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,"2021-2022","No virtual instruction",0,1,0,510,NA,NA,1,3,3,0,0,0,0,0,0.666666666666667,0.333333333333333,3,FALSE,3,0,1,0,0,0,0
"GA","Georgia","1301740","Dekalb County",4039,"Museum School Avondale Estates","130174004039","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,0,1,2945,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"FL","Florida","1200480","Duval",645,"Kirby-Smith Middle School","120048000645","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,1,0,4565,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"IL","ILLINOIS","1709930","City of Chicago SD 299",643,"De Diego Elem Community Academy","170993000643","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,2240,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CT","Connecticut","0901200","East Haddam School District",184,"East Haddam Elementary School","090120000184","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",0,1,0,1435,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NC","North Carolina","3700107","Metrolina Regional Scholars Academy",2530,"Metrolina Reg Scholars Academy","370010702530","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,1925,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"AK","ALASKA","0200485","Lake and Peninsula Borough School District",197,"Igiugig School","020048500197","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,115,1,1,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"AL","ALABAMA","0102100","Limestone County",806,"Piney Chapel Elementary School","010210000806","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,1,0,1035,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NY","New York","3607260","Chenango Forks Central School District",514,"Chenango Forks Middle School","360726000514","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",1,0,0,1620,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"WV","WEST VIRGINIA","5400150","BROOKE COUNTY SCHOOLS",1585,"BROOKE INTERMEDIATE SCHOOL NORTH","540015001585","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual",1,0,0,935,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CT","CONNECTICUT","0901200","East Haddam School District",185,"Nathan Hale-Ray High School","090120000185","No",4,1,1,0,0,0,0,0,0,0,0,24,0,0,0,25,1,0,0,1,0,"2021-2022","Supplemental Virtual",0,1,0,1345,NA,NA,1,26,24,0,2,0,0,0,0.961538461538462,0.0384615384615385,26,FALSE,26,0,0.923076923076923,0.0769230769230769,0,0,0
"WV","West Virginia","5401200","Putnam County Schools",920,"Confidence Elementary","540120000920","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",0,0,1,495,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NJ","New Jersey","3402310","Brielle Boro School District",3754,"Brielle Elementary School","340231003754","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,1,0,2545,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MT","Montana","3018570","Missoula Elem",581,"Washington Middle School","301857000581","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",0,0,1,3340,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"OK","Oklahoma","4007620","Choctaw-Nicoma Park",314,"Nicoma Park Es","400762000314","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,2010,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"OH","Ohio","3904378","Cleveland Municipal",5821,"Bard Early College Cleveland","390437805821","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,2225,NA,NA,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NY","NEW YORK","3608460","CORTLAND CITY SCHOOL DISTRICT",646,"CORTLAND HIGH SCHOOL","360846000646","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,3115,NA,NA,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"VA","Virginia","5100102","Regional Learning Academy/Wise Co",2372,"Regional Learning Academy/Wise Co","510010202372","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MI","Michigan","2604740","Bendle Public Schools",4156,"Bendle Middle School","260474004156","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual",1,0,0,1345,NA,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NM","NEW MEXICO","3500420","CHAMA VALLEY INDEP. SCHOOLS",195,"TIERRA AMARILLA ELEMENTARY","350042000195","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,560,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MO","Missouri","2916400","Kansas City 33",860,"Northeast High","291640000860","No",6,26,18,1,0,9,8,1,1,28,12,3,7,0,0,68,46,18,11,11,4,"2020-2021","No virtual instruction",1,0,0,2885,NA,NA,1,114,10,40,44,17,1,0,0.596491228070175,0.403508771929825,112,FALSE,112,0.357142857142857,0.0892857142857143,0.392857142857143,0.151785714285714,0.00892857142857143,0
"MA","MASSACHUSETTS","2508730","North Attleborough",1409,"North Attleborough Early Learning Center","250873001409","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,0,1,670,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"AR","ARKANSAS","0500394","ARKANSAS VIRTUAL ACADEMY",1461,"ARKANSAS VIRTUAL ACADEMY ELEMENTARY","050039401461","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Exclusively virtual",1,0,0,6835,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CA","California","0628080","Oakley Union Elementary",186,"Laurel Elementary","062808000186","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Not reported",NA,NA,NA,1875,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"TX","TEXAS","4838730","SAN ANTONIO ISD",4364,"HUPPERTZ EL","483873004364","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Missing",1,0,0,1405,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"UT","Utah","4900210","Davis District",137,"Oak Hills School","490021000137","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Not reported",NA,NA,NA,2180,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MO","MISSOURI","2923700","PATTONVILLE R-III",1412,"BRIDGEWAY ELEM.","292370001412","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,2290,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CT","CONNECTICUT","0904590","Torrington School District",922,"Southwest School","090459000922","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual",0,1,0,1460,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NJ","NEW JERSEY","3408400","Lawrence Township Public School District",3152,"Lawrence High School","340840003152","No",2,7,4,0,0,21,15,0,0,10,2,32,6,2,1,72,28,2,1,7,1,"2021-2022","No virtual instruction",0,0,1,5830,NA,NA,1,100,38,12,11,36,0,3,0.72,0.28,100,FALSE,100,0.12,0.38,0.11,0.36,0,0.03
"WI","WISCONSIN","5509600","Milwaukee School District",1829,"Carson Academy","550960001829","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual",1,0,0,1795,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"TX","TEXAS","4821150","GOOSE CREEK CISD",2106,"ASHBEL SMITH EL","482115002106","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Missing",1,0,0,3010,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
